"","pid","wt","POP","HH","AGE5U","AGE18U","AGE65O","NFAM","NFAMALONE","POV","RACWHITE","RACBLACK","RACASIAN","RACHSPLAT","POV.FAM","POV.NFAM","POV.NFAMALONE"
"4618","1551721b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4619","1553469a",20,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4620","1553469b",23,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4621","1553745a",26,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4622","1553745b",22,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4623","1553800a",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4624","1553800b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4625","1553800c",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4626","1553800d",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4627","1554041",24,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4628","1554137a",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4629","1554137b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4630","1555013a",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4631","1555013b",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4632","1555013c",13,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4633","1555419a",19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4634","1555419b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4635","1555986a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4636","1555986b",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4637","1555986c",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4638","1555986d",16,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4639","1556795",12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4640","1556819a",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4641","1556819b",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4642","1557078",3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"4643","1557357a",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4644","1557357b",24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4645","1557357c",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4646","1557357d",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4647","1558148",17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4648","1558913a",111,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4649","1558913b",84,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4650","1558913c",112,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4651","1559449",75,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4652","1559979",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4653","1559981",8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4654","1560048a",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4655","1560048b",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4656","1560048c",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4657","1560048d",15,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4658","1560998a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4659","1560998b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4660","1560998c",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4661","1560998d",21,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4662","1560998e",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4663","1560998f",17,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4664","1561317",12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4665","1561727a",15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"4666","1561727b",24,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"4667","1561727c",22,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"4668","1562826",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4669","1564275",24,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4670","1565900a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4671","1565900b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4672","1565900c",27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4673","1566908",29,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"4674","1567501a",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4675","1567501b",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4676","1567501c",8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4677","1567523a",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4678","1567523b",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4679","1567547a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4680","1567547b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4681","1567547c",18,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4682","1567551",1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"4683","1568296a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4684","1568296b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4685","1568296c",10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4686","1568296d",12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4687","1568480a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4688","1568480b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4689","1570007",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4690","1570195a",18,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4691","1570195b",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4692","1570606a",24,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4693","1570606b",22,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4694","1570871",16,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4695","1571125",14,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"4696","1572529",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4697","1572682",130,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
"4698","1573859",27,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"4699","1575009a",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4700","1575009b",16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4701","1575074",12,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4702","1575449",13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4703","1576435a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4704","1576435b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4705","1576435c",14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4706","1576612",66,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"4707","1576948a",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4708","1576948b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4709","1576948c",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4710","1576948d",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4711","1577816a",20,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4712","1577816b",21,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4713","1577939a",16,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4714","1577939b",18,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4715","1578213",35,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4716","1578691a",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4717","1578691b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4718","1578772a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4719","1578772b",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4720","1578772c",22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4721","1578772d",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4722","1579247",10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4723","1579599a",20,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4724","1579599b",46,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4725","1579599c",18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"4726","1579599d",18,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4727","1579885",12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4728","1580843",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4729","1580998",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4730","1581030a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4731","1581030b",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4732","1581030c",32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4733","1581580",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4734","1581628a",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4735","1581628b",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4736","1582796",6,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4737","1583392",38,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4738","1584983a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4739","1584983b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4740","1584983c",11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4741","1585297a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4742","1585297b",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4743","1586730a",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4744","1586730b",27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"4745","1586730c",44,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"4746","1586730d",57,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"4747","1586862",3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"4748","1587227a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4749","1587227b",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4750","1588843a",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4751","1588843b",12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4752","1589057",7,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"4753","1589072a",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4754","1589072b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4755","1589072c",27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4756","1589534a",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4757","1589534b",7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4758","1590143",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4759","1590951a",70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4760","1590951b",40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4761","1591072",29,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"4762","1591172",23,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4763","1591803",14,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4764","1593600a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4765","1593600b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4766","1593600c",22,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4767","1593600d",22,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4768","1594185",29,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"4769","1594222",27,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4770","1596930a",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4771","1596930b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4772","1596930c",17,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4773","1596930d",18,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4774","1598050",7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4775","1599577",8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4776","1600534a",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4777","1600534b",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4778","1600891",19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4779","1601343a",13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"4780","1601343b",11,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4781","1601918",11,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"4782","1602669a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4783","1602669b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4784","1602669c",30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4785","1603390",9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4786","1603491",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4787","1604191a",44,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4788","1604191b",40,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4789","1604191c",51,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4790","1605772",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4791","1607057",26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4792","1607130a",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4793","1607130b",33,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4794","1607342",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4795","1607933",41,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4796","1608368",6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4797","1608472a",11,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"4798","1608472b",9,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"4799","1608472c",16,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
"4800","1608472d",17,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
"4801","1608894a",19,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4802","1608894b",23,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4803","1608894c",23,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4804","1608894d",22,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4805","1608894e",23,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4806","1609668",13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4807","1610406a",9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4808","1610406b",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4809","1611155",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4810","1611789a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4811","1611789b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4812","1611789c",15,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4813","1613307a",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4814","1613307b",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4815","1613307c",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4816","1613477a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4817","1613477b",32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4818","1614963",24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4819","1617210",9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4820","1618360",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4821","1620752a",15,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"4822","1620752b",13,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"4823","1620752c",11,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
"4824","1620752d",11,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
"4825","1620819",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4826","1622017a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4827","1622017b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4828","1622017c",22,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4829","1622113",6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4830","1622394",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4831","1622841a",17,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4832","1622841b",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4833","1622841c",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4834","1624333a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4835","1624333b",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4836","1624699",26,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"4837","1624805",22,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4838","1624999",7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4839","1625084",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4840","1625466",13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4841","1628700a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4842","1628700b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4843","1628700c",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4844","1628700d",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4845","1629107a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4846","1629107b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4847","1629107c",16,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4848","1629314a",69,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"4849","1629314b",93,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4850","1629314c",94,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4851","1629314d",94,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4852","1629678",7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4853","1630076a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4854","1630076b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4855","1630076c",25,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4856","1630076d",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4857","1630076e",22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4858","1630126a",17,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"4859","1630126b",25,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"4860","1631497a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4861","1631497b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4862","1632380a",19,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"4863","1632380b",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4864","1632380c",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4865","1632380d",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4866","1632380e",23,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"4867","1633115a",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4868","1633115b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4869","1636203",24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4870","1638593a",18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4871","1638593b",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4872","1638593c",17,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4873","1639688",13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4874","1639759",21,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4875","1640036a",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4876","1640036b",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4877","1640190a",12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4878","1640190b",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4879","1640562",21,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4880","1642141",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4881","1642431a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4882","1642431b",25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4883","1642431c",29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4884","1642499",21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4885","1643440",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4886","1643898",16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4887","1644478a",36,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4888","1644478b",40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4889","1645651a",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4890","1645651b",27,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4891","1646608a",112,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4892","1646608b",132,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4893","1646608c",124,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4894","1646671",29,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4895","1646939",8,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4896","1647288",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4897","1648177",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4898","1648587a",23,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4899","1648587b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4900","1648587c",30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4901","1648633",30,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4902","1649484a",22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4903","1649484b",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4904","1649789a",6,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"4905","1649789b",8,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
"4906","1649789c",9,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"4907","1649789d",6,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"4908","1649820",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4909","1649881a",12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4910","1649881b",12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4911","1651122a",21,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"4912","1651122b",23,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"4913","1651122c",24,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"4914","1651122d",25,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"4915","1651612",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4916","1651961",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4917","1651975a",11,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4918","1651975b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4919","1653811a",20,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4920","1653811b",21,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4921","1653942",7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"4922","1654218",9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4923","1654525",16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4924","1654548a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4925","1654548b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4926","1654548c",15,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4927","1654548d",14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"4928","1654765",12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4929","1655257",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4930","1655878a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4931","1655878b",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"4932","1656282",7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4933","1656345",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4934","1656671a",22,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4935","1656671b",13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"4936","1656821",26,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4937","1656949",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4938","1657423a",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4939","1657423b",17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4940","1657423c",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4941","1657515",11,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"4942","1658439a",66,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4943","1658439b",78,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4944","1658439c",111,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"4945","1658668a",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4946","1658668b",44,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4947","1658668c",43,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4948","1658668d",44,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4949","1658881a",15,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4950","1658881b",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4951","1659164a",12,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"4952","1659164b",10,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4953","1659164c",15,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"4954","1659164d",12,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"4955","1659167",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4956","1659301",14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4957","1659394a",6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4958","1659394b",6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
