"","x"
"117",-0.0389838460865466
"118",0.244457107132161
"119",-0.0950039315427238
"120",-0.190201685931685
"121",-0.287556528211671
"122",-0.0731613352428036
"123",0.179867241546925
"124",0.966657367764197
"125",0.547690053846403
"126",-0.0601510055048297
"127",-0.205494468649307
"128",0.175228218155932
"129",0.396929240031578
"130",-0.238385292201629
"131",-0.342509552720204
"132",-0.210821342297217
"133",0.873423015643398
"134",-0.0386647980784792
"135",-0.01478842076222
"136",0.0793544629797913
"137",0.00489021943652098
"138",0.0739338564100754
"139",0.192003236823831
"140",0.0268369297848616
"141",-0.121093768527215
"142",-0.166847056062834
"143",-0.0919989665529411
"144",0.174424994072936
"145",-0.0694809606767221
"146",0.56787393121524
"147",0.121290217075617
"148",0.358704510926042
"149",0.206473544797549
"150",-0.308803878976634
"151",-0.0743071612206199
"152",-0.107143755366237
"153",-0.0820487320286543
"154",0.0684140073805194
"155",-0.153276394162585
"156",-0.056437515936645
"157",0.0358048651636859
"158",0.0877597763465439
"159",0.0639653468278596
"160",-0.162204141108935
"161",-0.259926977667718
"162",-0.197367254510949
"163",0.250330818731714
"164",0.0172886634838867
"165",0.150354821394468
"166",0.0712851149794479
"167",-0.0998293497650074
"168",0.189139839998506
"169",-0.13315738357273
"170",-0.306087293717366
"171",0.277864484310824
"172",-0.221182275977723
"173",-0.307152626762592
"174",0.0702821666683649
"175",0.0230918049060435
"176",-0.0147583753959645
"177",-0.0393195879042867
"178",-0.330064339468196
"179",0.0347464549630694
"180",0.131370614794921
"181",-0.107897267922651
"182",0.252667946937704
"183",-0.0490243884053262
"184",0.160438823795408
"185",0.0212034777688929
"186",0.513666910699188
"187",0.0478155995321236
"188",-0.169566151909705
"189",0.233202781830175
"190",0.0847293278049349
"191",0.0279994912027672
"192",-0.0692568494989774
"193",-0.00257728558308211
"194",-0.0192132779715928
"195",-0.134708415505859
"196",-0.113948603778953
"197",0.00382874844266512
"198",0.187803433594141
"199",0.125749974522809
"200",-0.176888954905437
"201",0.023760546381773
"202",0.0212254354530782
"203",0.0982037082079545
"204",-0.180743397012419
"205",-0.115945676960248
"206",-0.20110728341941
"207",0.0577293672921835
"208",0.00411815060487403
"209",-0.0851481556664356
"210",-0.0230622380749728
"211",0.0490265784191317
"212",-0.00398741218979451
"213",-0.0203538607031242
"214",-0.205375127045519
"215",-0.171054286833528
"216",0.0735532826389449
"217",0.0270481005347399
"218",0.0180833075772755
"219",0.0836850178427851
"220",0.0483314175696141
"221",0.160093555603966
"222",0.0236660632756105
"223",0.0737847495237196
"224",0.126584895753678
"225",-0.0566614948058261
"226",0.0839961549188679
"227",-0.0399403249520861
"228",-0.0371907171748474
"229",0.0782016386951523
"230",-0.0488096342849842
"231",0.0224149157379958
"232",-0.35306369590737
"233",0.0141198460130136
"234",0.0934978771571795
"235",0.0658626816085725
"236",0.0794438819224546
"237",0.0733076858627565
"238",0.0555981013862928
"239",-0.0970440853514283
"240",-0.0217493681163318
"241",0.252639951813381
"242",0.149696713262472
"243",-0.0593807355733552
"244",1.89882718740536
"245",1.57964658224079
"246",-0.272167370256196
"247",1.34910988486442
"248",0.330607671443307
"249",1.38635372818979
"250",-0.350596582145693
"251",0.415610890168992
"252",0.153426644315264
"253",-0.147366176106792
"254",-0.0977666328096523
"255",-0.114336759964503
"256",-0.244782762428263
"257",1.24754856899631
"258",-0.230298824228541
"259",-0.302307497567873
"260",-0.184025069343908
"261",-0.355630057871352
"262",1.70806589276365
"263",-0.194924836976264
"264",0.381472306454316
"265",-0.239142663349277
"266",-0.397549585186531
"267",1.43013151184499
"268",1.47007382677517
"269",-0.304024319800919
"270",1.51656288702364
"271",-0.263235171380634
"272",-0.103608986804312
"273",0.0438432704396444
"274",0.146169345042479
"275",-0.614975431702083
"276",0.921604885727938
"277",-0.311349339717422
"278",-0.315706759020017
"279",-0.243477825075365
"280",-0.254026257729152
"281",-0.177820141211791
"282",0.11131219637398
"283",-0.171050731798375
"284",-0.284188357525618
"285",0.440348706447244
"286",-0.105472812345902
"287",-0.108662433544889
"288",-0.282100705651916
"289",-0.412491091705075
"290",-0.325637915295317
"291",-0.0140157722187104
"292",-0.227785272025578
"293",-0.367176060546705
"294",-0.176643524468722
"295",-0.524706881221192
"296",-0.20927977932719
"297",-0.310903034649888
"298",0.223191691156814
"299",0.0182833958678768
"300",-0.0522195301747681
"301",0.0264809021725296
"302",-0.219773942385799
"303",0.524269790527228
"304",-0.0676412130114469
"305",-0.220679969217135
"306",0.850665413963711
"307",-0.077568038929201
"308",-0.322481459715421
"309",0.0790001205015479
"310",-0.050975831795288
"311",0.26382361205546
"312",0.0398476711866026
"313",-0.411978101581992
"314",-0.0628459884659839
"315",0.0424129727308108
"316",0.344636249691971
"317",0.078005444769641
"318",0.0851983635731891
"319",0.202376024907885
"320",-0.194086199818245
"321",-0.0020230545971354
"322",0.291112046207005
"323",-0.0144332689210617
"324",0.00261089734133597
"325",-0.0655812167574217
"326",-0.149974815535589
"327",-0.117609280805497
"328",-0.128640771173341
"329",-0.0744260610117986
"330",-0.221589883259038
"331",0.0530959594316996
"332",-0.138182372068401
"333",0.00593798518474316
"334",-0.176458684585133
"335",-0.204301970337178
"336",-0.0701710398610439
"337",-0.0771167535156791
"338",-0.0183325617037924
"339",-0.182641737135904
"340",-0.176666348569466
"341",0.789383163562522
"342",-0.0753417766785148
"343",-0.0477119995129493
"344",-0.0327407347932498
"345",0.415150671063953
"346",-0.0628010924609641
"347",-0.0313802886826662
"348",-0.118092768136558
"349",-0.146938851495203
"350",-0.15485205319252
"351",0.000994332949646911
"352",0.193612277490293
"353",0.228600044736182
"354",0.546892089607258
"355",0.379314750605237
"356",0.328160965984219
"357",-0.112785320926366
"358",-0.120543922713921
"359",0.079871827822124
"360",0.671943942760568
"361",0.376719551020076
"362",1.09431171726582
"363",0.18095242452228
"364",0.26473047273511
"365",0.357820171547187
"366",-0.175503857971908
"367",-0.101657767730525
"368",-0.204133874815274
"369",0.0922779820564495
"370",0.0146223329348926
"371",-0.0924429050408535
"372",-0.0368070686455823
"373",0.0565327530169458
"374",-0.000572201063137014
"375",0.351920138612264
"376",-0.184321517364016
"377",-0.155548313687604
"378",0.0797305966905367
"379",-0.17320393288554
"380",-0.171075958531666
"381",-0.618973515350604
"382",-0.212682780669244
"383",-0.133390322999545
"384",-0.180222737262367
"385",-0.0823701652766871
"386",-0.303030584992836
"387",-0.594644212726226
"388",-0.284221517002297
"389",-0.536930719388872
"390",-0.0928599574118799
"391",-0.519598940057641
"392",-0.222407476120702
"393",-0.102859869450909
"394",0.358825446422482
"395",-0.0850588002244165
"396",-0.411237503926704
"397",-0.240301335981893
"398",0.0225210580637489
"399",0.0318515855075899
"400",1.60304122881011
"401",0.0189468551610223
"402",-0.249875078227038
"403",0.340071890418043
"404",-0.221406983900147
"405",0.451813707229246
"406",0.0835458338233916
"407",-0.00242384024481131
"408",0.112011677072479
"409",0.0523414251305631
"410",0.04580188399736
"411",-0.00766307115784791
"412",-0.032959677205423
"413",0.0261165678149718
"414",0.102059092490201
"415",0.123576049178554
"416",0.11628912119072
"417",-0.0406973131373325
"418",0.154696213785489
"419",0.0597434018139099
"420",0.0357428652245676
"421",-0.0378337992928534
"422",0.0573561891993216
"423",0.0752935829833258
"424",0.196509008711328
"425",0.010390388536206
"426",0.0803304354150398
"427",0.0840971729974779
"428",0.0100938226324904
"429",-0.0282161864418012
"430",0.0575385375529213
"431",0.0891820829226245
"432",-0.108691301409829
"433",0.0682023942413753
"434",0.0688787620394323
"435",0.0521035107824477
"436",-0.0338129240100176
"437",0.188360966982257
"438",-0.143554771366041
"439",0.174056632994812
"440",0.0222034961879381
"441",0.26402863444096
"442",-0.0748903890689709
"443",0.116076997497193
"444",0.533409503567275
"445",-0.00271832445012777
"446",0.0449537225532823
"447",4.30703602152556e-05
"448",0.137438282008061
"449",0.147691873819754
"450",-0.0883258213533226
"451",0.134721372523768
"452",0.224646553989259
"453",0.0141925876269751
"454",0.142262793274078
"455",-1.08271191878627
"456",-0.0452328628938789
"457",0.0410583727136639
"458",0.0174206513255836
"459",0.127815230254077
"460",-0.0108615808294394
"461",-0.0195459538475751
"462",0.321154710885493
"463",0.171674881687742
"464",-0.0852757323659062
"465",0.268155514933926
"466",0.0770807892316501
"467",0.00218147855025147
"468",0.0486085989563975
"469",0.0838169626084758
"470",0.051206536113223
"471",0.0682489827627706
"472",0.152394161079975
"473",-0.01899489000405
"474",0.19824547390066
"475",0.0306687077277065
"476",0.0241297586745766
"477",-0.30743721162274
"478",-0.0287895124292928
"479",0.21168791395738
"480",0.167790498162187
"481",0.098590490535465
"482",0.10407471420216
"483",0.0150700622924239
"484",0.237179323747482
"485",0.0326548224764316
"486",-0.00350663018291646
"487",0.269365949753121
"488",0.0481026370017843
"489",-0.133935080947344
"490",0.0205323850084996
"491",-0.125786856738365
"492",0.0124194395499772
"493",-0.0217341550104916
"494",-0.0122354926654469
"495",-0.0106720428497317
"496",-0.0579904923833439
"497",-0.0272581788452419
"498",0.0342815704157386
"499",-0.00558648669943674
"500",-0.00257539074116198
"501",-0.113376929802543
"502",0.000369868351895785
"503",-0.0665281023236631
"504",-0.0184334412478584
"505",-0.0659567443722849
"506",-0.0147048329049134
"507",0.0125476514909694
"508",0.114355923611178
"509",-0.0394700307661239
"510",-0.0889167461836932
"511",0.034100428560395
"512",-0.0282810506972968
"513",-0.0387172289052671
"514",0.0194711269690392
"515",0.0509428318293254
"516",-0.136171856403698
"517",-0.0368013506558568
"518",0.0388246782977086
"519",-0.0348985955846999
"520",-0.14497757474129
"521",0.0738988394937279
"522",0.378609312326094
"523",-0.145310937564211
"524",-0.0265712563590542
"525",0.10228157697012
"526",-0.146656005478004
"527",0.0504747615617835
"528",0.264345618473708
"529",-0.112644572326778
"530",-0.114070455330338
"531",-0.0892180852271023
"532",0.079467272929499
"533",0.013888676353746
"534",-0.168950803229478
"535",0.0700839751484338
"536",0.179466243958274
"537",-0.00337409674612755
"538",0.0314439279101323
"539",6.06824246423831
"540",0.195628008358659
"541",0.0745385674341303
"542",0.046635318202669
"543",0.315851929247067
"544",-0.0116425017978089
"545",-0.150335378736264
"546",0.14223391797458
"547",0.0599432580643473
"548",-0.229533666069429
"549",0.0472993653126374
"550",-0.00939351572702649
"551",-0.054053286127365
"552",-0.00707186545413922
"553",-0.00230064517814909
"554",-0.0706633628408268
"555",0.0122388725192268
"556",0.0522879107908057
"557",-0.0964402105793521
"558",0.0402501093254558
"559",0.0310312251181454
"560",-0.102759647237473
"561",0.925858313248314
"562",-0.135405251073064
"563",0.019009556173689
"564",-0.102714048248685
"565",-0.0100411072135776
"566",0.0643240833568017
"567",-0.0167440583735937
"568",0.131928925149508
"569",-0.015389813340764
"570",-0.0837663421354784
"571",0.153194332940863
"572",-0.0682582249878684
"573",-0.239611561304584
"574",-0.0164518959984071
"575",-0.140222424135886
"576",-0.165065227807066
"577",1.06268217117901
"578",-0.249292757271006
"579",-0.270648267731062
"580",-0.225969038834515
"581",0.327810435293282
"582",0.472311111719717
"583",0.227456638696105
"584",1.87365117682034
"585",-0.0957086859555731
"586",0.083647328915403
"587",0.217622801781023
"588",1.14129167663909
"589",0.0368171318520897
"590",-0.424136952233515
"591",-0.108966224662783
"592",0.73027592860936
"593",0.147518658071859
"594",-0.2429276340754
"595",-0.147840836260573
"596",1.19452381728326
"597",0.0220361780560423
"598",-0.0573958882266849
"599",0.560490926312861
"600",0.139978667642795
"601",0.592264635450394
"602",-0.402740885398761
"603",0.439247337347311
"604",-0.122605637218571
"605",1.04825109336845
"606",0.164194317029745
"607",0.172504798638433
"608",-0.114609620467254
"609",-0.0591453469283843
"610",0.541539541186198
"611",0.200468698256717
"612",0.37610142585287
"613",0.452367760306879
"614",0.536455080588819
"615",-0.0749800521008461
"616",1.8847491595034
"617",-0.0725591392188812
"618",0.0888115242857534
"619",0.697000511080752
"620",-0.47042310950102
"621",0.884265435059066
"622",0.213041233766573
"623",0.495582311841812
"624",-0.349852438647728
"625",0.810376796329976
"626",-0.00581717861956235
"627",-0.106111947733292
"628",-0.442921672777912
"629",0.200807745683335
"630",-0.0644171856407696
"631",0.0876283448325412
"632",-0.172522170981194
"633",-0.000679618452562926
"634",-0.0243552480710867
"635",-0.023541710678627
"636",-0.457932326869696
"637",-0.258935459783912
"638",-0.241327547034926
"639",0.562471311566197
"640",0.119722398931507
"641",0.0135604653754535
"642",-0.0758500842655593
"643",-0.0524227542353569
"644",-0.113372820967773
"645",1.0522138120787
"646",-0.131224813135602
"647",-0.195324866577559
"648",-0.667644662584624
"649",1.05990363787269
"650",0.696492056985995
"651",-0.274150227760125
"652",0.929652291015909
"653",0.00280405123583352
"654",-0.0217569724832772
"655",0.49492985805609
"656",0.11585637195992
"657",-0.0495080099712154
"658",0.114836710991562
"659",-0.108884856713399
"660",-0.158194649453009
"661",-0.232145604123667
"662",0.0836675700378933
"663",0.133175197670885
"664",-0.0538488179010118
"665",-0.114341290949227
"666",-0.190889746548452
"667",-0.216803496811841
"668",-0.242976876099199
"669",0.122238435433725
"670",-0.229400187877291
"671",-0.111430500308077
"672",-0.134810990923027
"673",-0.203769479934213
"674",-0.0465016233801133
"675",0.330484241957368
"676",1.2695851497247
"677",0.171482025703909
"678",0.0179512698797963
"679",-0.313529682645208
"680",0.85969388737302
"681",0.818074097198234
"682",0.674804691614653
"683",-0.109468030865158
"684",-0.170282422292226
"685",0.298882591786433
"686",0.520355783476763
"687",0.159326122150466
"688",-0.00437205994557604
"689",-0.065558103300965
"690",-0.123504265579538
"691",-0.131173684040738
"692",-0.0674144471014643
"693",0.186508050304845
"694",-0.0726899365135474
"695",-0.03251796577533
"696",0.141712898934526
"697",-0.166658016105747
"698",0.0259282140196405
"699",-0.27302347304007
"700",-0.0511146352366066
"701",0.399510734024686
"702",-0.181659235213513
"703",1.70256187845081
"704",0.153578895538161
"705",1.17045300183972
"706",0.581069981378831
"707",-0.30700979967508
"708",0.233656434754175
"709",1.36729653313607
"710",0.626886609489517
"711",-0.189551713312431
"712",0.632088885704588
"713",0.0563892947987532
"714",-0.0224624863510877
"715",-0.119782614987447
"716",-0.0870564564991826
"717",-0.00644891850150831
"718",0.10102568267369
"719",0.0705286759360831
"720",0.41600178685393
"721",-0.219711931988046
"722",0.336950322715395
"723",0.118120341751535
"724",-0.0614348423779036
"725",-0.0627500973357492
"726",-0.207172383293374
"727",0.249956715194857
"728",-0.130117883992765
"729",1.47757469305289
"730",-0.0514658622996816
"731",-0.000149683036807955
"732",-0.0505865934312525
"733",0.914724737523096
"734",1.255497302252
"735",0.105134920751508
"736",0.473120578215561
"737",0.721356016878528
"738",-0.0203584753842162
"739",0.0466369207168824
"740",-0.0188264037566044
"741",-0.172441037964072
"742",1.06226176777495
"743",-0.302883269361655
"744",-0.00402141218703575
"745",0.536848024619594
"746",0.365597368092407
"747",-0.257384672939888
"748",0.31109064065328
"749",-0.0774388281731571
"750",0.123209557531138
"751",-0.119217633824138
"752",0.110042710805784
"753",-0.109025265860946
"754",-0.148822001213633
"755",-0.393849766044738
"756",0.30207683747066
"757",0.0190985128113222
"758",-0.204695815666237
"759",-0.0770020606239912
"760",-0.0256184606286777
"761",0.864017721767977
"762",-0.450328974338043
"763",-0.11531785146195
"764",0.818843009219642
"765",0.715980705639514
"766",0.0530019418447431
"767",0.388302307566435
"768",-0.0746932922292086
"769",-0.141731330304436
"770",-0.227348813174656
"771",0.161113080528736
"772",0.183523339462744
"773",0.287893913842801
"774",0.344507757724569
"775",-0.356078967133655
"776",0.29353118259023
"777",0.200473335873714
"778",-0.438735118206305
"779",0.301600476879263
"780",-0.304997391021694
"781",-0.132625206674909
"782",-0.339530291337668
"783",0.0490422507890547
"784",0.271662476883474
"785",-0.387403101497727
"786",0.0222456300633448
"787",0.547403191711193
"788",0.489681998590528
"789",0.512367588115972
"790",-0.215525576725482
"791",0.929251949295291
"792",0.932953879259553
"793",1.23475984438899
"794",0.421215434886184
"795",-0.369649641240334
"796",0.775347042699526
"797",-0.0406999203828755
"798",-0.0734022260929673
"799",0.590930760935328
"800",-0.0209618345932229
"801",-0.558136683415022
"802",-0.065190525164419
"803",0.410373300234684
"804",0.117532745789741
"805",-0.0256532827352887
"806",0.320517109470827
"807",0.469709434273267
"808",-0.13479796428987
"809",-0.122593240885994
"810",-0.366052549482552
"811",-0.468595686598874
"812",-0.202287812746809
"813",1.64860246418118
"814",-0.341354116011344
"815",0.118236331553728
"816",0.580267344203676
"817",0.188980949206572
"818",-0.355001716701892
"819",1.5783853132671
"820",1.35977159141175
"821",0.604393778735184
"822",-0.01478842076222
"823",-0.147049420884202
"824",-0.0302495261702256
"825",0.355298412190654
"826",-0.062639636805237
"827",0.388733094318375
"828",-0.033863623752119
"829",0.405001797233149
"830",-0.0420066764828009
"831",-0.0543580544525296
"832",-0.0114287996554895
"833",0.146279302149526
"834",0.556559056551432
"835",0.337216104741999
"836",0.415896164602435
"837",-0.139178105681763
"838",0.11038237674036
"839",0.181852648984884
"840",-0.103216836417241
"841",-0.063083274283224
"842",0.062168143420395
"843",0.128678083393174
"844",-0.0601593035224156
"845",-0.170981557305919
"846",0.675255226644651
"847",-0.0906620134967221
"848",-0.178092609585816
"849",-0.124685384496693
"850",-0.11946169800234
"851",-0.0186464217946123
"852",-0.0434085851029782
"853",-0.217803568092866
"854",-0.119636604725505
"855",-0.0565838748851356
"856",-0.188087215318774
"857",0.33643631037745
"858",0.426108127885844
"859",0.886905066277653
"860",-0.0835610130380871
"861",0.209168080859766
"862",0.31146093687161
"863",0.791910214643516
"864",0.369607317536106
"865",0.211298844669058
"866",0.455322492161992
"867",0.488996760723709
"868",1.17974581475247
"869",1.00052396613255
"870",0.0106908309292102
"871",0.0284991661479977
"872",-0.279595231332145
"873",-0.220644655110695
"874",-0.0723734687354842
"875",1.47768163755879
"876",-0.082046058300986
"877",-0.106235873935159
"878",-0.12361522885077
"879",0.538897082056331
"880",-0.0696865464131417
"881",-0.127789864622231
"882",0.155414848056998
"883",0.0430060243112443
"884",0.019520777844747
"885",0.941028144200263
"886",-0.221164411558944
"887",-0.116812301244105
"888",-0.0115323973522912
"889",0.021770121813542
"890",-0.0849897284827973
"891",-0.0411545823638443
"892",0.295622974580488
"893",-0.0156356926321134
"894",0.968241486737863
"895",-0.0625282623209617
"896",0.241056402886928
"897",0.145496559080942
"898",-0.0609093085939879
"899",0.484878300069357
"900",0.642208879606221
"901",-0.213741955979893
"902",-0.143627010497204
"903",-0.10649411480272
"904",-0.146361132789339
"905",-0.177358541654742
"906",-0.197367254510949
"907",0.574883143090379
"908",1.03821962554318
"909",0.251220898696254
"910",0.301314817420039
"911",2.53972204026714
"912",-0.00552164486485738
"913",0.258308738942534
"914",-0.226153379100246
"915",0.371297651573769
"916",-0.00909836659417226
"917",0.084312789973085
"918",-0.00215158033546427
"919",0.163200773502617
"920",-0.0964623376640681
"921",0.277371748158232
"922",-0.0547965116065338
"923",1.98115554896861
"924",-0.188145499943228
"925",-0.250748960732611
"926",1.31897297968765
"927",0.7629751126652
"928",0.356035101845395
"929",0.142364653844151
"930",0.184358005308085
"931",0.14061103085693
"932",-0.312826889420229
"933",0.199098524825305
"934",-0.164969435412724
"935",-0.337731432128046
"936",-0.0940273951918896
"937",-0.238371035835623
"938",0.260046114455852
"939",-0.377634403304161
"940",-0.194711880893603
"941",0.902010090339919
"942",-0.381579261580709
"943",0.582092419559978
"944",0.682377173800497
"945",0.678791366696041
"946",0.597641296379457
"947",-0.552903303799107
"948",0.429903578950364
"949",-0.157860851540733
"950",0.692866709263951
"951",-0.111011166707241
"952",1.6913233739973
"953",0.483607543272613
"954",0.0152393385017039
"955",-0.317077802744448
"956",-0.422613294708648
"957",0.186022054821897
"958",0.208074015746955
"959",0.256874725467536
"960",-0.341129430882071
"961",0.0442002491419405
"962",-0.0996974474465825
"963",0.0899508208578308
"964",0.408837933212624
"965",0.107707888027675
"966",0.160098777297068
"967",1.36766125775059
"968",-0.0753229822805545
"969",-0.294287648926696
"970",1.10579571521208
"971",0.0718534408352337
"972",2.50913149987118
"973",-0.0581473021340134
"974",-0.224890912676672
"975",0.83911887237605
"976",-0.0984738423038299
"977",0.977413432871119
"978",1.87368744357344
"979",-0.163140583834573
"980",0.651274763150141
"981",0.466223705226826
"982",0.479019994315064
"983",0.785379470649903
"984",-0.107882789462831
"985",0.0771722405872537
"986",0.0982497181732042
"987",-0.245752004635981
"988",-0.38814638077605
"989",-0.0637616738271115
"990",0.233202781830175
"991",0.127218473685808
"992",-0.0288959416832087
"993",1.71956329909787
"994",0.077646780404923
"995",0.301565016664211
"996",0.0281558637986186
"997",0.0663870801666418
"998",-0.0530349171459099
"999",0.253849794560258
"1000",0.0704006154357375
"1001",0.0527365119320356
"1002",-0.0746245027333506
"1003",0.501253389542403
"1004",0.83708515961051
"1005",-0.100249423379989
"1006",-0.0289241245136247
"1007",0.0219452409261454
"1008",-0.0688872137130724
"1009",0.210644473414057
"1010",0.221579352390552
"1011",0.109745939594658
"1012",0.167700981805073
"1013",-0.153179395964457
"1014",-0.0571982204424827
"1015",0.741131674836638
"1016",-0.0133435620031638
"1017",-0.142298724452332
"1018",-0.102514794778171
"1019",-0.0744466272697797
"1020",0.359007185762739
"1021",-0.0746382711211394
"1022",0.419192306731712
"1023",0.599413420876381
"1024",0.0931870392040368
"1025",-0.142361993077589
"1026",-0.225063708952164
"1027",0.292338469165115
"1028",0.0829035939924124
"1029",0.0839829941338386
"1030",0.00686836628037739
"1031",2.115255373958
"1032",0.580668194766683
"1033",-0.0586561053706796
"1034",0.163508625838394
"1035",-0.017591317713564
"1036",0.59201953173654
"1037",1.95029639456451
"1038",0.150390640993408
"1039",0.102520768521074
"1040",0.223134835255721
"1041",-0.246627235277786
"1042",0.128675082851187
"1043",1.40801593577087
"1044",-0.12157290407837
"1045",-0.195081195806763
"1046",-0.163702952111746
"1047",0.567225845700597
"1048",-0.13337987651057
"1049",0.105909912368715
"1050",-0.0665980598387503
"1051",-0.0583599137407962
"1052",0.356732508087908
"1053",-0.08702677145773
"1054",-0.0887791385965747
"1055",-0.157607938978267
"1056",0.00889348141015604
"1057",0.0901423624114764
"1058",0.421898016249501
"1059",-0.103294776772319
"1060",0.215737949040286
"1061",0.0443228105695693
"1062",-0.132506334087756
"1063",-0.0168907408457645
"1064",0.0817471004930084
"1065",-0.0687372608216217
"1066",-0.0267452900927126
"1067",0.0240000786194202
"1068",0.160589705726399
"1069",-0.231435102730568
"1070",-0.12425007453649
"1071",-0.10087520090104
"1072",-0.168473685868687
"1073",-0.137767320201706
"1074",0.0735532826389449
"1075",1.74503214034694
"1076",1.15557624796617
"1077",0.0429549121818183
"1078",0.0747604204375474
"1079",-0.109468659844318
"1080",0.076062706053334
"1081",-0.00622183730233248
"1082",0.0402910764957186
"1083",-0.0160146237092361
"1084",-0.00946629451980165
"1085",-0.0234211623470039
"1086",0.0703777891783513
"1087",0.0127985769421625
"1088",0.0536809103687667
"1089",0.0459204761705107
"1090",0.0581218182856699
"1091",0.0134798177716732
"1092",0.0845952548830703
"1093",0.311617428362399
"1094",-0.0537494183012509
"1095",0.0869502850766498
"1096",0.145132610729871
"1097",-0.0211035603527215
"1098",-0.0507939901324907
"1099",0.348029551345108
"1100",0.0441937192262124
"1101",-0.0399366962642958
"1102",0.249649649357514
"1103",0.245960019376921
"1104",-0.0151852576272342
"1105",0.00489402934325549
"1106",0.0410249520953662
"1107",0.225153462720589
"1108",-0.081381028785396
"1109",0.159266510006437
"1110",-0.0818955020335813
"1111",0.151668424211529
"1112",-0.00255462001798865
"1113",0.120368426696703
"1114",-0.124734733277928
"1115",0.0761598401102473
"1116",0.288734579406851
"1117",0.113835306535116
"1118",-0.0520280952809017
"1119",-0.0499777603955444
"1120",0.0917768999078823
"1121",0.0722841987585539
"1122",-0.10824524909904
"1123",0.11605308035832
"1124",0.151886269228311
"1125",-0.0528782917903787
"1126",0.184537087993934
"1127",-1.19349142061164
"1128",0.436525394871351
"1129",0.0172786527370393
"1130",0.0270860495019603
"1131",0.0380684635682023
"1132",0.00306102443215875
"1133",-0.0260736846298582
"1134",0.296448084007882
"1135",0.0610504463827683
"1136",-0.0646850889596498
"1137",0.331002723052918
"1138",0.151490108509873
"1139",-0.0142162531832773
"1140",0.0892825114451844
"1141",0.0389267984624792
"1142",-0.00976454497494466
"1143",0.0355923277855389
"1144",0.169482050103202
"1145",-0.0275816038084048
"1146",0.0839064311095954
"1147",0.198521046107889
"1148",-0.0447406869626181
"1149",-0.345176372129527
"1150",-0.0414590842614774
"1151",0.0528218371626567
"1152",0.55751985399754
"1153",0.0961713689491554
"1154",0.0808428569483036
"1155",0.161866158642687
"1156",0.239073653392321
"1157",0.0591649208984253
"1158",-0.0593807355733551
"1159",0.220261306749907
"1160",-0.0337253791360048
"1161",-0.174217861980816
"1162",0.488351694742015
"1163",0.456822384801884
"1164",0.513996953937086
"1165",0.439656153924375
"1166",0.70906867223132
