"","GEOID","POP","POPs","HH","HHs","AGE5U","AGE5Us","AGE18U","AGE18Us","AGE65O","AGE65Os","NFAM","NFAMs","NFAMALONE","NFAMALONEs","POV","POVs","RACWHITE","RACWHITEs","RACBLACK","RACBLACKs","RACASIAN","RACASIANs","RACHSPLAT","RACHSPLATs","POV.FAM","POV.FAMs","POV.NFAM","POV.NFAMs","POV.NFAMALONE","POV.NFAMALONEs"
"180","080130125093",830,108.814589665654,830,108.814589665654,63,28.3376584092563,257,50.0846928244279,201,47.2563739835032,65,24.3161094224924,0,6.68693009118541,69,41.9452887537994,740,102.73556231003,0,6.68693009118541,20,20.6686930091185,70,38.9057750759878,69,41.9452887537994,0,6.68693009118541,0,6.68693009118541
"185","080130125111",1772,200.607902735562,1594,196.960486322188,58,31.523142036387,157,61.337958371958,638,102.292167403598,726,133.130699088146,180,50.4559270516717,296,130.091185410334,1202,161.702127659574,5,7.90273556231003,164,96.048632218845,381,160.48632218845,84,55.9270516717325,212,120.364741641337,17,12.1580547112462
"186","080130125112",2019,175.683890577508,2019,175.683890577508,178,114.466648471147,484,138.52314729612,390,67.5264750695694,394,114.893617021277,56,20.6686930091185,196,99.0881458966565,1848,179.331306990881,0,6.68693009118541,32,19.4528875379939,95,51.6717325227964,23,22.4924012158055,173,95.4407294832827,31,16.4133738601824
"187","080130125113",2416,263.829787234043,329,120.9726443769,0,9.45674722559516,12,20.4891179894866,0,23.1642053291886,329,120.9726443769,30,20.6686930091185,242,97.2644376899696,1600,174.468085106383,52,31.0030395136778,355,106.382978723404,285,69.9088145896657,0,6.68693009118541,242,97.2644376899696,34,24.9240121580547
"188","080130126031",2429,173.860182370821,2429,173.860182370821,140,39.1377959946988,425,64.0349864183037,465,65.2752811941453,755,113.677811550152,62,21.8844984802432,301,106.990881458967,2074,192.09726443769,0,6.68693009118541,70,34.0425531914894,228,94.2249240121581,158,96.048632218845,143,53.4954407294833,27,13.3738601823708
"189","080130126032",976,103.343465045593,976,103.343465045593,82,28.5778948900745,222,46.4757444949481,120,43.4257054095708,103,58.9665653495441,11,9.72644376899696,66,31.0030395136778,925,102.127659574468,0,6.68693009118541,26,15.8054711246201,25,18.2370820668693,55,29.7872340425532,11,9.72644376899696,11,9.72644376899696
"190","080130126051",535,60.790273556231,524,57.7507598784195,51,15.9567230983668,90,24.0717202106059,0,23.1642053291886,143,31.6109422492401,24,10.9422492401216,78,25.531914893617,330,52.887537993921,0,6.68693009118541,153,49.8480243161094,19,9.72644376899696,0,6.68693009118541,78,25.531914893617,9,6.0790273556231
"191","080130126052",1204,123.404255319149,1204,123.404255319149,0,9.45674722559516,18,19.1754532469149,43,21.3286380460168,930,128.267477203647,70,25.531914893617,605,99.0881458966565,959,108.814589665654,0,6.68693009118541,85,34.0425531914894,81,28.5714285714286,58,32.2188449848024,547,100.303951367781,33,15.1975683890577
"192","080130126071",1313,197.568389057751,1287,196.352583586626,0,9.45674722559516,0,18.9134944511903,378,88.6934049419201,1185,196.960486322188,183,60.790273556231,678,154.407294832827,1068,193.920972644377,49,10.9422492401216,67,35.258358662614,67,48.0243161094225,44,46.8085106382979,634,159.878419452888,296,91.7933130699088
"193","080130126072",1473,253.495440729483,1473,253.495440729483,37,22.8833194221504,91,45.0586758910794,0,23.1642053291886,1278,277.203647416413,235,72.3404255319149,788,231.003039513678,801,207.90273556231,106,64.4376899696049,30,23.7082066869301,272,111.246200607903,40,38.9057750759878,748,233.434650455927,143,72.9483282674772
"194","080130126073",828,117.933130699088,828,117.933130699088,0,9.45674722559516,22,24.5505416490075,0,23.1642053291886,678,111.854103343465,200,60.790273556231,473,119.148936170213,651,99.6960486322188,0,6.68693009118541,27,26.7477203647416,101,52.887537993921,113,72.3404255319149,360,113.06990881459,82,34.0425531914894
"195","080130126074",1508,207.294832826748,1508,207.294832826748,12,12.8237222551544,27,24.5128816457823,66,38.1673851728687,1292,198.784194528875,174,52.2796352583587,747,174.468085106383,1214,172.036474164134,0,6.68693009118541,149,86.322188449848,82,37.0820668693009,34,32.8267477203647,713,181.762917933131,79,35.8662613981763
"196","080130126081",2558,121.580547112462,2441,109.422492401216,88,24.535484584329,345,51.5643439775033,283,46.1686019356779,1211,106.990881458967,124,27.9635258358663,365,75.9878419452887,2201,119.148936170213,1,1.21580547112462,85,26.7477203647416,195,46.2006079027356,57,20.6686930091185,308,72.9483282674772,20,9.11854103343465
